num A B C D E F G H I J label
1683 0 0 1 0 0 1 1 1 1 0 no
1684 0 1 0 1 1 1 0 0 0 0 no
1685 1 1 0 1 1 1 1 0 1 1 no
1686 1 0 0 1 0 1 1 1 1 0 no
1687 1 1 0 1 0 0 0 1 1 0 no
1688 0 0 1 1 0 1 1 1 0 0 no
1689 1 1 0 1 1 1 0 0 0 0 no
1690 0 1 0 0 1 0 0 1 0 1 yes
1691 1 0 0 1 1 1 1 0 0 1 yes
1692 0 0 1 1 0 0 0 1 0 0 no
1693 0 0 1 0 1 1 0 0 0 1 no
1694 1 1 1 1 1 0 0 0 0 0 yes
1695 1 1 1 0 1 0 0 1 1 0 yes
1696 0 1 0 0 1 1 1 1 0 0 yes
1697 0 1 1 1 1 1 1 1 0 1 yes
1698 0 1 0 0 1 1 1 1 1 1 yes
1699 0 0 1 1 1 1 0 0 0 1 no
1700 1 0 0 0 1 1 1 1 0 1 yes
1701 1 1 1 1 1 0 1 0 1 1 yes
1702 1 1 1 0 1 1 1 0 0 1 no
1703 0 1 1 1 0 1 0 1 1 1 yes
1704 0 0 1 1 1 1 1 0 1 0 yes
1705 1 0 0 0 0 1 1 0 0 0 yes
1706 1 0 1 0 0 1 0 1 1 1 no
1707 1 0 0 0 1 1 0 1 1 1 yes
1708 0 0 1 1 0 1 0 0 1 0 yes
1709 1 1 1 1 0 1 0 1 1 1 yes
1710 1 0 1 0 1 0 1 0 1 1 yes
1711 0 1 0 0 0 0 1 1 1 0 yes
1712 1 0 0 0 0 0 0 0 0 1 yes
1713 1 0 0 0 0 1 0 1 0 1 no
1714 1 1 0 1 1 0 0 0 1 1 yes
1715 0 1 0 1 0 1 1 0 1 1 yes
1716 1 0 1 1 1 0 0 1 0 1 no
1717 1 0 0 1 0 0 0 0 1 1 no
1718 1 0 1 0 1 1 1 1 0 0 yes
1719 0 1 0 1 0 1 1 1 1 1 yes
1720 0 1 1 1 0 1 0 1 1 0 no
1721 0 1 0 0 0 0 1 0 0 0 no
1722 1 1 1 0 0 0 0 1 0 0 no
1723 0 0 1 0 0 0 1 1 0 1 yes
1724 1 1 0 1 1 0 0 0 1 1 no
1725 1 0 0 1 0 0 1 0 0 0 no
1726 1 0 1 1 1 0 0 1 1 0 no
1727 1 1 0 0 0 1 1 0 1 1 no
1728 0 1 1 1 0 1 0 1 0 0 yes
1729 0 0 0 0 0 0 1 1 0 0 yes
1730 1 0 1 1 0 0 0 1 0 1 no
1731 1 0 1 0 0 1 0 0 0 0 yes
1732 1 0 0 1 0 0 0 0 1 1 yes
1733 0 1 0 0 1 1 1 0 1 1 no
1734 1 0 0 0 0 0 0 0 1 1 no
1735 1 0 0 1 1 0 0 1 1 1 no
1736 0 0 0 0 1 1 0 0 1 1 yes
1737 0 0 1 0 0 1 0 0 0 1 no
1738 0 0 1 0 0 0 0 0 0 1 yes
1739 1 1 0 0 0 1 1 0 0 1 yes
1740 0 0 0 0 1 1 1 0 0 1 yes
1741 1 0 1 0 1 0 0 1 1 1 yes
1742 0 0 1 0 0 1 1 0 0 1 yes
1743 1 1 0 1 0 1 1 0 0 1 no
1744 1 1 1 0 0 1 1 1 0 1 no
1745 1 0 1 0 0 1 0 1 1 0 no
1746 0 0 0 1 1 1 0 0 0 0 yes
1747 1 1 0 0 1 1 0 0 1 1 yes
1748 0 0 0 1 0 1 1 0 1 0 yes
1749 0 0 0 1 0 0 1 1 1 0 yes
1750 1 1 1 1 0 0 1 1 0 0 no
1751 0 0 1 1 1 0 1 1 1 1 no
1752 1 1 1 1 1 1 1 1 1 1 no
1753 1 0 0 1 0 1 1 0 0 0 no
1754 1 0 0 0 1 0 0 0 1 0 no
1755 1 0 1 1 1 0 1 0 1 0 no
1756 1 0 0 1 1 0 0 1 0 1 no
1757 0 1 0 1 0 0 1 0 0 0 no
1758 0 1 0 1 0 0 1 0 1 0 no
1759 1 0 1 0 1 1 1 0 0 0 no
1760 0 1 1 1 1 0 1 0 1 0 no
1761 1 0 1 0 1 0 0 0 1 1 yes
1762 1 0 0 0 0 0 0 0 0 1 yes
1763 1 0 1 1 0 0 1 0 0 0 yes
1764 0 0 0 1 1 1 1 1 0 1 yes
1765 1 0 1 0 0 1 0 1 0 0 no
1766 1 0 1 1 0 0 1 0 0 0 no
1767 0 1 0 0 0 1 0 0 0 1 no
1768 0 0 1 1 0 1 0 1 1 1 yes
1769 1 1 0 1 0 0 1 1 1 1 no
1770 1 0 0 1 1 0 1 0 0 1 no
1771 0 0 0 1 1 0 1 1 1 1 no
1772 0 1 0 1 1 0 0 0 1 0 no
1773 0 1 1 0 0 1 1 0 0 0 yes
1774 0 0 1 0 0 1 0 0 0 1 yes
1775 0 1 1 0 0 1 0 1 0 0 yes
1776 0 0 1 1 0 1 1 0 0 1 no
1777 0 0 0 0 1 1 0 0 1 0 no
1778 1 1 1 1 0 0 1 1 1 1 no
1779 0 1 0 0 1 0 1 0 1 1 no
1780 0 0 1 0 1 0 0 1 1 1 yes
1781 0 0 1 0 0 1 1 0 1 1 no
1782 1 1 1 1 1 0 1 0 0 0 yes
1783 0 0 0 0 0 1 1 0 1 0 yes
1784 0 0 1 1 0 1 0 0 1 0 no
1785 0 1 1 1 0 1 0 0 1 1 no
1786 0 0 0 0 0 0 1 1 1 0 yes
1787 1 0 0 1 1 0 0 0 1 0 no
1788 0 0 0 0 1 1 0 0 0 0 no
1789 1 1 1 0 1 1 1 0 1 1 yes
1790 0 1 0 1 0 0 0 1 0 0 no
1791 1 0 0 0 0 1 0 1 0 1 yes
1792 1 1 1 0 1 1 0 0 0 1 no
1793 1 0 0 1 1 0 0 1 1 1 no
1794 1 0 0 1 1 1 0 1 0 0 yes
1795 0 0 1 1 0 1 1 0 1 1 yes
1796 1 0 0 1 0 1 0 1 0 1 yes
1797 0 1 0 1 1 0 0 1 1 1 yes
1798 1 1 0 0 1 0 1 0 0 1 yes
1799 1 0 0 1 0 0 0 1 1 1 no
1800 1 1 0 0 0 0 1 1 1 0 yes
1801 1 0 0 1 0 1 0 0 1 0 yes
1802 0 1 1 1 0 0 0 0 0 0 no
1803 1 1 0 0 1 1 1 1 0 0 no
1804 1 0 0 0 1 1 1 0 0 1 no
1805 0 1 1 1 1 1 0 0 1 1 yes
1806 1 1 0 1 0 0 1 1 1 1 yes
1807 0 1 1 0 0 0 1 1 0 1 yes
1808 1 0 1 1 0 1 0 0 0 1 yes
1809 1 1 1 1 0 1 1 1 0 0 yes
1810 1 1 0 1 0 1 1 0 1 0 no
1811 0 1 1 0 0 0 0 1 1 0 no
1812 0 1 1 1 1 1 1 1 1 1 no
1813 1 0 0 0 0 0 1 1 0 0 no
1814 1 0 0 1 0 1 0 1 0 0 yes
1815 1 1 0 1 1 0 1 0 1 0 no
1816 0 1 1 0 0 0 1 1 0 1 yes
1817 1 0 0 0 1 1 0 0 0 1 no
1818 0 0 1 0 0 1 0 1 1 0 no
1819 1 0 1 0 1 0 0 0 1 0 no
1820 1 1 0 1 0 0 1 1 0 0 no
1821 0 0 0 0 1 0 1 0 1 0 yes
1822 0 0 0 0 1 0 1 0 1 0 yes
1823 0 1 0 1 1 0 0 0 0 0 no
1824 0 1 0 0 0 0 1 0 0 1 yes
1825 1 0 0 0 1 1 0 0 1 0 no
1826 1 1 0 0 0 1 1 0 0 0 yes
1827 0 1 1 0 0 0 0 1 1 0 no
1828 0 1 1 0 0 1 1 0 0 0 no
1829 1 1 0 0 0 1 0 0 0 1 yes
1830 1 0 0 1 1 1 1 1 1 0 no
1831 1 1 0 0 1 1 0 1 1 0 no
1832 1 1 1 0 0 1 1 0 0 0 no
1833 0 0 0 1 0 1 0 0 1 1 yes
1834 0 1 1 0 0 1 1 1 0 0 no
1835 1 0 0 0 1 0 0 0 1 0 no
1836 1 1 0 0 0 1 0 0 0 0 yes
1837 0 1 1 1 0 1 0 1 0 1 yes
1838 0 1 0 0 1 0 1 1 0 0 no
1839 0 1 0 0 0 0 0 1 0 1 no
1840 0 1 0 1 1 1 0 1 1 1 yes
1841 1 0 1 1 0 0 1 0 1 1 no
1842 0 0 1 1 1 1 1 1 1 1 yes
1843 1 1 1 0 0 0 1 0 1 0 no
1844 1 0 0 0 1 1 0 0 1 0 no
1845 0 1 0 0 0 0 1 0 0 0 yes
1846 0 1 1 1 1 1 0 1 0 0 no
1847 1 1 1 0 1 1 1 0 0 0 yes
1848 0 0 1 0 0 0 1 0 1 0 yes
1849 1 0 1 1 0 0 0 0 1 1 yes
1850 0 0 1 0 1 0 0 0 1 0 yes
1851 1 0 0 1 1 1 1 0 0 1 no
1852 1 0 1 0 0 1 1 1 0 1 no
1853 0 0 0 1 0 1 0 0 0 1 yes
1854 1 0 1 1 1 1 1 1 1 1 yes
1855 1 1 1 1 0 0 0 1 1 0 yes
1856 1 1 0 0 1 0 0 1 0 1 yes
1857 0 0 0 1 1 0 0 0 0 1 no
1858 0 0 1 1 0 0 0 1 1 1 no
1859 0 1 1 1 0 0 0 1 1 1 yes
1860 0 0 0 0 1 1 0 0 1 1 yes
1861 0 1 0 1 1 0 1 0 1 1 yes
1862 1 1 1 0 0 0 0 0 0 0 no
1863 1 1 0 0 0 0 0 0 1 1 no
1864 1 0 0 0 1 1 1 0 0 0 no
1865 0 0 1 1 1 1 1 1 1 0 no
1866 1 0 0 1 1 0 0 0 1 1 yes
1867 1 0 0 1 1 1 0 0 0 1 no
1868 1 0 0 1 0 1 0 1 1 0 yes
1869 1 1 1 0 0 1 0 1 1 1 yes
1870 0 0 0 1 0 0 1 1 1 1 no
1871 0 0 1 0 0 1 1 0 1 0 no
1872 1 1 0 1 1 0 0 0 0 1 yes
1873 0 0 0 1 1 1 1 1 1 1 yes
1874 0 0 1 0 1 1 0 1 1 1 no
1875 1 1 0 0 1 0 1 0 0 0 no
1876 1 1 0 1 0 1 1 0 0 1 yes
1877 0 0 1 0 0 0 0 0 0 0 yes
1878 0 0 0 1 0 1 0 0 0 1 yes
1879 1 0 1 0 0 1 0 1 1 0 no
1880 1 0 1 1 0 1 0 1 1 1 yes
1881 0 1 0 0 0 1 1 0 0 0 no
1882 0 0 1 0 1 1 1 0 0 1 yes
1883 0 1 0 1 0 1 0 1 0 0 no
1884 1 0 1 1 1 0 1 0 0 1 no
1885 0 1 1 1 0 1 1 0 1 0 no
1886 1 0 0 1 0 1 1 0 0 0 yes
1887 1 0 1 0 1 1 1 0 0 1 no
1888 1 0 0 0 1 0 0 1 0 0 no
1889 0 1 1 1 1 0 1 1 1 1 no
1890 1 0 0 0 1 0 0 1 1 1 yes
1891 1 0 0 0 1 1 0 1 1 1 no
1892 1 1 0 1 0 0 1 0 0 0 yes
1893 1 1 1 0 0 1 1 1 1 1 no
1894 0 0 0 0 0 0 1 1 1 0 no
1895 1 1 0 0 0 0 1 1 1 0 yes
1896 1 1 1 1 0 0 1 0 0 1 no
1897 0 1 1 0 0 1 0 0 1 0 yes
1898 1 0 0 1 1 1 0 1 1 0 no
1899 1 1 0 0 0 0 1 1 1 0 yes
1900 1 0 0 1 1 1 1 0 1 0 no
1901 1 0 1 0 1 1 0 0 1 1 yes
1902 1 1 0 1 1 1 1 1 1 0 yes
1903 1 0 1 1 0 1 0 1 0 0 no
1904 0 1 0 1 1 1 0 1 0 1 no
1905 0 0 0 1 1 1 1 0 0 1 no
1906 1 1 0 1 1 0 1 1 1 0 yes
1907 1 1 0 1 1 0 0 1 1 0 no
1908 1 0 1 0 1 1 1 0 0 1 yes
1909 1 0 0 0 0 1 1 0 0 1 yes
1910 0 1 1 0 1 0 0 0 0 1 yes
1911 1 1 0 1 1 0 0 0 0 1 no
1912 0 0 1 0 0 1 0 0 1 1 no
1913 0 0 0 0 0 1 0 1 1 1 yes
1914 0 1 0 0 0 0 0 1 1 1 yes
1915 0 1 1 1 0 0 0 0 0 0 yes
1916 0 1 1 1 0 1 0 0 1 0 no
1917 0 0 0 1 1 0 0 0 0 1 no
1918 0 0 0 0 1 0 0 1 1 1 yes
1919 0 1 0 1 0 0 1 0 1 0 no
1920 0 1 0 0 0 0 1 0 1 0 yes
1921 1 1 1 1 0 0 0 0 1 1 yes
1922 0 1 1 0 0 1 0 1 0 1 yes
1923 0 0 1 0 0 1 1 1 0 0 yes
1924 0 1 0 0 1 1 1 0 0 0 yes
1925 1 0 1 1 0 0 1 1 0 0 yes
1926 0 1 0 0 1 0 0 1 1 1 yes
1927 1 1 0 0 0 1 0 1 0 0 yes
1928 1 1 0 0 0 0 0 0 0 1 yes
1929 0 1 0 1 0 0 0 1 1 1 yes
1930 0 0 0 0 0 0 0 1 0 1 yes
1931 1 0 1 1 1 1 1 1 1 0 yes
1932 1 1 0 1 0 1 1 1 0 1 no
1933 0 1 0 0 1 0 0 0 0 0 yes
1934 1 0 1 1 1 1 0 0 0 1 yes
1935 1 0 0 1 0 0 0 0 0 0 no
1936 0 0 0 1 1 0 0 0 0 1 no
1937 1 1 1 0 1 1 0 1 0 1 no
1938 1 0 0 1 1 1 0 1 1 0 yes
1939 0 1 1 0 0 1 0 1 1 0 no
1940 1 0 1 1 1 1 0 1 0 0 no
1941 1 0 1 0 1 0 0 0 0 0 no
1942 0 1 1 0 1 0 1 0 0 0 yes
1943 0 0 1 0 1 0 1 0 0 0 no
1944 1 0 1 1 1 1 0 1 1 1 no
1945 0 0 0 1 1 1 1 1 0 1 yes
1946 0 1 1 0 0 1 1 1 0 0 no
1947 0 0 1 0 1 0 0 0 1 1 yes
1948 0 0 1 0 1 0 0 0 1 0 no
1949 0 1 0 1 1 0 1 1 1 1 no
1950 0 1 1 0 0 1 1 0 0 0 no
1951 0 0 1 1 1 0 0 0 1 1 yes
1952 0 1 0 1 1 0 1 0 0 0 no
1953 0 1 0 1 0 0 1 0 1 0 no
1954 1 1 1 0 1 1 0 0 0 0 yes
1955 0 0 0 1 0 0 1 1 1 1 yes
1956 0 1 0 1 1 0 0 1 1 0 yes
1957 1 1 0 0 1 0 0 1 1 0 no
1958 0 1 0 0 0 1 0 1 0 1 yes
1959 0 0 1 1 0 1 0 1 1 1 no
1960 1 1 0 0 0 1 1 0 1 1 yes
1961 0 1 0 0 1 1 0 1 0 0 no
1962 0 0 0 1 0 0 0 0 0 0 yes
1963 1 0 0 1 0 0 1 1 1 1 no
1964 0 0 1 1 0 1 0 0 1 1 yes
1965 0 1 1 0 1 0 1 1 1 1 yes
1966 1 0 1 1 0 0 0 1 1 0 yes
1967 1 0 0 1 0 0 1 0 1 0 no
1968 1 1 0 0 1 0 0 0 1 0 no
1969 1 0 0 0 1 0 1 0 0 0 no
1970 0 0 0 0 1 1 1 0 1 1 no
1971 1 1 0 1 0 0 0 0 0 0 yes
1972 0 0 1 0 1 1 1 1 1 1 yes
1973 0 0 1 0 0 0 1 1 1 0 no
1974 1 1 0 1 0 1 0 1 0 0 no
1975 1 0 1 1 0 1 0 1 0 1 yes
1976 1 1 0 1 1 0 0 1 0 0 yes
1977 1 0 1 1 0 0 0 1 0 0 yes
1978 0 0 1 0 1 1 0 0 1 1 yes
1979 1 0 1 1 1 0 1 1 1 0 no
1980 0 1 0 0 1 1 1 0 1 1 yes
1981 1 1 1 0 1 1 1 1 1 0 yes
1982 1 1 0 1 0 0 1 0 1 1 no
1983 1 0 1 1 0 1 0 0 1 1 no
1984 0 0 0 0 0 1 0 0 0 0 no
1985 1 0 0 1 1 1 1 1 0 1 yes
1986 0 0 0 1 0 0 1 1 1 0 no
1987 1 0 1 0 0 1 0 1 0 0 no
1988 1 1 1 0 1 0 1 1 0 0 no
1989 0 1 1 1 1 0 0 1 0 0 yes
1990 1 1 1 1 1 0 1 1 1 0 yes
1991 1 0 0 1 0 0 1 1 0 1 yes
1992 0 1 1 0 1 1 0 1 0 0 no
1993 0 1 1 1 1 1 0 0 0 0 yes
1994 1 0 1 1 0 0 0 0 0 0 no
1995 1 1 1 0 0 1 1 0 0 0 yes
1996 1 0 0 1 1 1 0 1 0 1 no
1997 1 1 1 0 1 0 0 0 0 1 yes
1998 0 1 0 1 1 0 1 0 0 0 yes
1999 0 1 1 1 0 0 1 1 1 0 yes
end
